UF,ANO_ABERTURA,ANO_BAIXA,SIT_CADASTRAL,MOTIVO,QTD
AL,2005,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,3
AL,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,10
AL,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,71
AL,2005,Não se aplica,Suspensa,BAIXA DEFERIDA PELA RFB,6
AL,2005,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
AL,2005,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,2
AL,2005,Não se aplica,NULA,ANULACAO POR VICIOS,1
AL,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,27
AL,2005,2005,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
AL,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,78
AL,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,58
AL,2005,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),14
AL,2005,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,58
AL,2005,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),18
AL,2005,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,56
AL,2005,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),17
AL,2005,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,44
AL,2005,2010,Baixada,INCORPORACAO,1
AL,2005,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),13
AL,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,34
AL,2005,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),6
AL,2005,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,22
AL,2005,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),6
AL,2005,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,33
AL,2005,2013,Baixada,INCORPORACAO,2
AL,2005,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),7
AL,2005,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,33
AL,2005,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),3
AL,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,110
AL,2005,2015,Baixada,OMISSAO CONTUMAZ,549
AL,2005,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,102
AL,2005,2016,Baixada,INCORPORACAO,1
AL,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,94
AL,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,101
AL,2005,2018,Baixada,REGISTRO CANCELADO,2
AL,2005,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,96
AL,2005,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,26
AL,2005,2020,Baixada,INEXISTENTE DE FATO,1
AM,2005,Não se aplica,Ativa,NÃO INFORMADO,1123
AM,2005,Não se aplica,Inapta,INEXISTENTE DE FATO,2
AM,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1520
AM,2005,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,6
AM,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
AM,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,14
AM,2005,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,2
AM,2005,Não se aplica,NULA,ANULACAO POR VICIOS,1
AM,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,13
AM,2005,2005,Baixada,INCORPORACAO,1
AM,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,34
AM,2005,2006,Baixada,INCORPORACAO,1
AM,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,43
AM,2005,2007,Baixada,INCORPORACAO,2
AM,2005,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),7
AM,2005,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,26
AM,2005,2008,Baixada,INCORPORACAO,1
AM,2005,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),16
AM,2005,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
AM,2005,2009,Baixada,INCORPORACAO,1
AM,2005,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),15
AM,2005,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,21
AM,2005,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),18
AM,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,16
AM,2005,2011,Baixada,INCORPORACAO,3
AM,2005,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),14
AM,2005,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,19
AM,2005,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),11
AM,2005,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,21
AM,2005,2013,Baixada,INCORPORACAO,1
AM,2005,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),10
AM,2005,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,14
AM,2005,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),7
AM,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,40
AM,2005,2015,Baixada,OMISSAO CONTUMAZ,701
AM,2005,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,52
AM,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,65
AM,2005,2017,Baixada,INEXISTENTE DE FATO,1
AM,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,58
AM,2005,2018,Baixada,INEXISTENTE DE FATO,1
AM,2005,2018,Baixada,REGISTRO CANCELADO,2
AM,2005,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,53
AM,2005,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,44
AM,2005,2020,Baixada,ENCERRAMENTO DA FALENCIA,1
AP,2005,Não se aplica,Ativa,NÃO INFORMADO,218
AP,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,391
AP,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,3
AP,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
AP,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AP,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
AP,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AP,2005,2007,Baixada,INCORPORACAO,1
AP,2005,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
AP,2005,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
AP,2005,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
AP,2005,2008,Baixada,INAPTIDAO (LEI 11.941/2009 ART.54),3
AP,2005,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AP,2005,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
AP,2005,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AP,2005,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),2
AP,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AP,2005,2011,Baixada,INEXISTENTE DE FATO,1
AP,2005,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),3
AP,2005,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
AP,2005,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),3
AP,2005,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AP,2005,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),4
AP,2005,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AP,2005,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),5
AP,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
AP,2005,2015,Baixada,OMISSAO CONTUMAZ,243
AP,2005,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,27
AP,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,18
AP,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,17
AP,2005,2018,Baixada,ENCERRAMENTO DA FALENCIA,1
AP,2005,2018,Baixada,INEXISTENTE DE FATO,1
AP,2005,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
AP,2005,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
BA,2005,Não se aplica,Ativa,NÃO INFORMADO,5876
BA,2005,Não se aplica,Inapta,INEXISTENTE DE FATO,2
BA,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7269
BA,2005,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,4
BA,2005,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,10
BA,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,45
BA,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,244
BA,2005,Não se aplica,Suspensa,BAIXA DEFERIDA PELA RFB,7
BA,2005,Não se aplica,Suspensa,BAIXA INDEFERIDA PELA RFB E AGUARDANDO ANALISE DO CONVENENTE,2
BA,2005,Não se aplica,Suspensa,BAIXA INDEFERIDA PELA RFB,1
BA,2005,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,3
BA,2005,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,14
BA,2005,Não se aplica,NULA,ANULACAO POR VICIOS,21
BA,2005,Não se aplica,NULA,ANULACAO DE INSCRICAO INDEVIDA,1
BA,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,139
BA,2005,2005,Baixada,INCORPORACAO,1
BA,2005,2005,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),5
BA,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,417
BA,2005,2006,Baixada,INCORPORACAO,2
BA,2005,2006,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),13
BA,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,375
BA,2005,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),162
BA,2005,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,287
BA,2005,2008,Baixada,INCORPORACAO,3
BA,2005,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),264
BA,2005,2008,Baixada,INAPTIDAO (LEI 11.941/2009 ART.54),1
BA,2005,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,223
BA,2005,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),260
BA,2005,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,276
BA,2005,2010,Baixada,INCORPORACAO,2
BA,2005,2010,Baixada,CISAO TOTAL,1
BA,2005,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),129
BA,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,234
BA,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
BA,2005,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),91
BA,2005,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,204
BA,2005,2012,Baixada,INCORPORACAO,4
BA,2005,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),83
BA,2005,2012,Baixada,REGISTRO CANCELADO,1
BA,2005,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,204
BA,2005,2013,Baixada,INCORPORACAO,6
BA,2005,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),65
BA,2005,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,223
BA,2005,2014,Baixada,INCORPORACAO,2
BA,2005,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),48
BA,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,372
BA,2005,2015,Baixada,INCORPORACAO,2
BA,2005,2015,Baixada,ENCERRAMENTO DA FALENCIA,1
BA,2005,2015,Baixada,INEXISTENTE DE FATO,1
BA,2005,2015,Baixada,OMISSAO CONTUMAZ,3429
BA,2005,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1191
BA,2005,2016,Baixada,INCORPORACAO,6
BA,2005,2016,Baixada,REGISTRO CANCELADO,2
BA,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,636
BA,2005,2017,Baixada,INCORPORACAO,3
BA,2005,2017,Baixada,ENCERRAMENTO DA FALENCIA,1
BA,2005,2017,Baixada,INEXISTENTE DE FATO,1
BA,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,660
BA,2005,2018,Baixada,INCORPORACAO,10
BA,2005,2018,Baixada,INEXISTENTE DE FATO,1
BA,2005,2018,Baixada,REGISTRO CANCELADO,15
BA,2005,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,616
BA,2005,2019,Baixada,INCORPORACAO,1
BA,2005,2019,Baixada,ENCERRAMENTO DA FALENCIA,1
BA,2005,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,249
BA,2005,2020,Baixada,INCORPORACAO,1
CE,2005,Não se aplica,Ativa,NÃO INFORMADO,3068
CE,2005,Não se aplica,Inapta,NÃO INFORMADO,1
CE,2005,Não se aplica,Inapta,INEXISTENTE DE FATO,1
CE,2005,Não se aplica,Inapta,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,1
CE,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2922
CE,2005,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,5
CE,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,2
CE,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,65
CE,2005,Não se aplica,Suspensa,PRATICA IRREGULAR DE OPERACAO DE COMERCIO EXTERIOR,1
CE,2005,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,2
CE,2005,Não se aplica,NULA,ANULACAO POR VICIOS,5
CE,2005,Não se aplica,NULA,ANULACAO DE INSCRICAO INDEVIDA,1
CE,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,120
CE,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,321
CE,2005,2006,Baixada,INCORPORACAO,4
CE,2005,2006,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),5
CE,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,258
CE,2005,2007,Baixada,INCORPORACAO,1
CE,2005,2007,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),109
CE,2005,2008,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,177
CE,2005,2008,Baixada,INCORPORACAO,1
CE,2005,2008,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),205
CE,2005,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,117
CE,2005,2009,Baixada,INCORPORACAO,2
CE,2005,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),204
CE,2005,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,155
CE,2005,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),121
CE,2005,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,118
CE,2005,2011,Baixada,INCORPORACAO,2
CE,2005,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),76
CE,2005,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,121
CE,2005,2012,Baixada,INCORPORACAO,2
CE,2005,2012,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),97
CE,2005,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,106
CE,2005,2013,Baixada,INCORPORACAO,2
CE,2005,2013,Baixada,ENCERRAMENTO DA LIQUIDACAO,1
CE,2005,2013,Baixada,INEXISTENTE DE FATO,1
CE,2005,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),70
CE,2005,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,133
CE,2005,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),60
CE,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,226
CE,2005,2015,Baixada,OMISSAO CONTUMAZ,1253
CE,2005,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,312
CE,2005,2016,Baixada,INCORPORACAO,1
CE,2005,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,305
CE,2005,2017,Baixada,ENCERRAMENTO DA LIQUIDACAO,1
CE,2005,2017,Baixada,INEXISTENTE DE FATO,1
CE,2005,2017,Baixada,REGISTRO CANCELADO,1
CE,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,384
CE,2005,2018,Baixada,INCORPORACAO,3
CE,2005,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO,1
CE,2005,2018,Baixada,INEXISTENTE DE FATO,2
CE,2005,2018,Baixada,REGISTRO CANCELADO,47
CE,2005,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,277
CE,2005,2019,Baixada,INCORPORACAO,1
CE,2005,2019,Baixada,ENCERRAMENTO DA FALENCIA,2
CE,2005,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,151
DF,2005,Não se aplica,Ativa,NÃO INFORMADO,1874
DF,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2443
DF,2005,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
DF,2005,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
DF,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,27
DF,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,18
DF,2005,Não se aplica,Suspensa,BAIXA REGISTRADA NA JUNTA,46
DF,2005,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,5
DF,2005,2005,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,34
DF,2005,2005,Baixada,INCORPORACAO,1
DF,2005,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,166
DF,2005,2006,Baixada,INCORPORACAO,2
DF,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,148
DF,2005,2007,Baixada,INCORPORACAO,1
