UF,ANO_ABERTURA,ANO_BAIXA,SIT_CADASTRAL,MOTIVO,QTD
AL,2008,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2008,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2008,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2008,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
AL,2008,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2008,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2008,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2008,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2008,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2008,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2008,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2009,Não se aplica,Ativa,NÃO INFORMADO,1656
AL,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
AL,2009,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
AL,2009,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,8
AL,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,19
AL,2009,Não se aplica,Suspensa,BAIXA DEFERIDA PELA RFB,2
AL,2009,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2009,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2009,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2009,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2009,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2009,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2009,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2009,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2009,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2009,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2009,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2010,Não se aplica,Ativa,NÃO INFORMADO,2013
AL,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
AL,2010,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,5
AL,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,21
AL,2010,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2010,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2010,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2010,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2010,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2010,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2010,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2010,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
AL,2010,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2011,Não se aplica,Ativa,NÃO INFORMADO,2113
AL,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,9
AL,2011,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
AL,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
AL,2011,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,8
AL,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,13
AL,2011,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
AL,2011,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2011,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2011,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2011,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2011,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2011,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2011,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2011,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2011,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2011,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2012,Não se aplica,Ativa,NÃO INFORMADO,1976
AL,2012,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
AL,2012,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,2
AL,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,12
AL,2012,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2012,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2012,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2012,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AL,2012,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2012,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
AL,2012,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2012,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
AL,2013,Não se aplica,Ativa,NÃO INFORMADO,2348
AL,2013,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7
AL,2013,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
AL,2013,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,7
AL,2013,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
AL,2013,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
AL,2013,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2013,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
AL,2013,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AL,2013,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AL,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
AL,2013,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2013,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AL,2014,Não se aplica,Ativa,NÃO INFORMADO,2351
AL,2014,Não se aplica,Inapta,OMISSAO DE DECLARACOES,22
AL,2014,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
AL,2014,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
AL,2014,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2014,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,9
AL,2014,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2014,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
AL,2014,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
AL,2014,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,7
AL,2014,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2015,Não se aplica,Ativa,NÃO INFORMADO,2617
AL,2015,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
AL,2015,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,7
AL,2015,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,2
AL,2015,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
AL,2015,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AL,2015,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
AL,2015,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,14
AL,2015,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
AL,2015,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,14
AL,2015,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AL,2016,Não se aplica,Ativa,NÃO INFORMADO,2793
AL,2016,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7
AL,2016,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,8
AL,2016,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
AL,2016,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,4
AL,2016,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,12
AL,2016,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,15
AL,2016,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,17
AL,2016,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,10
AL,2016,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
AL,2017,Não se aplica,Ativa,NÃO INFORMADO,3378
AL,2017,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
AL,2017,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,5
AL,2017,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
AL,2017,Não se aplica,Suspensa,INCONSISTÊNCIA CADASTRAL,1
AL,2017,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
AL,2017,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,21
AL,2017,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,25
AL,2017,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
AL,2018,Não se aplica,Ativa,NÃO INFORMADO,3863
AL,2018,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
AL,2018,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,8
AL,2018,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,22
AL,2018,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,19
AL,2019,Não se aplica,Ativa,NÃO INFORMADO,4896
AL,2019,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,3
AL,2019,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,11
AL,2019,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,15
AL,2019,2020,Baixada,INEXISTENTE DE FATO,2
AL,2020,Não se aplica,Ativa,NÃO INFORMADO,1874
AL,2020,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
AL,2020,2020,Baixada,INEXISTENTE DE FATO,1
AM,2005,Não se aplica,Ativa,NÃO INFORMADO,1061
AM,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
AM,2005,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
AM,2005,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,4
AM,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
AM,2005,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2005,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AM,2006,Não se aplica,Ativa,NÃO INFORMADO,1186
AM,2006,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
AM,2006,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,2
AM,2006,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
AM,2006,2006,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2006,2007,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AM,2006,2009,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
AM,2006,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2007,Não se aplica,Ativa,NÃO INFORMADO,1432
AM,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
AM,2007,Não se aplica,Inapta,LOCALIZACAO DESCONHECIDA,1
AM,2007,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,3
AM,2007,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,1
AM,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,5
AM,2007,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
AM,2007,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2007,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2007,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
AM,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2007,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2007,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AM,2008,Não se aplica,Ativa,NÃO INFORMADO,1834
AM,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,4
AM,2008,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,2
AM,2008,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,2
