UF,ANO_ABERTURA,ANO_BAIXA,SIT_CADASTRAL,MOTIVO,QTD
AP,2012,Não se aplica,Ativa,NÃO INFORMADO,551
AP,2012,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
AP,2013,Não se aplica,Ativa,NÃO INFORMADO,627
AP,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
AP,2014,Não se aplica,Ativa,NÃO INFORMADO,667
AP,2015,Não se aplica,Ativa,NÃO INFORMADO,1616
AP,2016,Não se aplica,Ativa,NÃO INFORMADO,1898
AP,2017,Não se aplica,Ativa,NÃO INFORMADO,2191
AP,2018,Não se aplica,Ativa,NÃO INFORMADO,2278
AP,2019,Não se aplica,Ativa,NÃO INFORMADO,3705
AP,2019,2020,Baixada,INEXISTENTE DE FATO,1
AP,2020,Não se aplica,Ativa,NÃO INFORMADO,2411
BA,2005,Não se aplica,Ativa,NÃO INFORMADO,348
BA,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
BA,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
BA,2005,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2006,Não se aplica,Ativa,NÃO INFORMADO,386
BA,2006,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
BA,2006,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
BA,2006,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
BA,2006,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2006,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2007,Não se aplica,Ativa,NÃO INFORMADO,438
BA,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
BA,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
BA,2007,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2008,Não se aplica,Ativa,NÃO INFORMADO,456
BA,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
BA,2008,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
BA,2008,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2008,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2008,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2008,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2009,Não se aplica,Ativa,NÃO INFORMADO,644
BA,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
BA,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,2
BA,2009,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2009,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2009,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2009,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2009,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2010,Não se aplica,Ativa,NÃO INFORMADO,30403
BA,2010,Não se aplica,Inapta,OMISSAO DE DECLARACOES,9
BA,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,3
BA,2010,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,6
BA,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,228
BA,2010,Não se aplica,Suspensa,BAIXA INDEFERIDA PELA RFB,1
BA,2010,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,1
BA,2010,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,8
BA,2010,2010,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2010,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
BA,2010,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
BA,2010,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2010,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2010,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2010,2018,Baixada,REGISTRO CANCELADO,5
BA,2010,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2011,Não se aplica,Ativa,NÃO INFORMADO,24795
BA,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
BA,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,1
BA,2011,Não se aplica,Suspensa,INTERRUPCAO TEMPORARIA DAS ATIVIDADES,4
BA,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,74
BA,2011,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,1
BA,2011,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2011,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2012,Não se aplica,Ativa,NÃO INFORMADO,24762
BA,2012,Não se aplica,Inapta,OMISSAO DE DECLARACOES,9
BA,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,16
BA,2012,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,3
BA,2012,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2012,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
BA,2012,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2012,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2012,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2012,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2012,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2013,Não se aplica,Ativa,NÃO INFORMADO,29714
BA,2013,Não se aplica,Inapta,OMISSAO DE DECLARACOES,7
BA,2013,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2013,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2013,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2014,Não se aplica,Ativa,NÃO INFORMADO,34053
BA,2014,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
BA,2014,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,2
BA,2014,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2014,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2014,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2014,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
BA,2014,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2015,Não se aplica,Ativa,NÃO INFORMADO,49274
BA,2015,Não se aplica,Inapta,OMISSAO DE DECLARACOES,5
BA,2015,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,1
BA,2015,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2015,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
BA,2015,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2016,Não se aplica,Ativa,NÃO INFORMADO,52106
BA,2016,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
BA,2016,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2016,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2016,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
BA,2017,Não se aplica,Ativa,NÃO INFORMADO,59474
BA,2017,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
BA,2017,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2017,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
BA,2018,Não se aplica,Ativa,NÃO INFORMADO,76632
BA,2018,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,6
BA,2019,Não se aplica,Ativa,NÃO INFORMADO,106081
BA,2019,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
BA,2020,Não se aplica,Ativa,NÃO INFORMADO,64822
BA,2020,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2005,Não se aplica,Ativa,NÃO INFORMADO,670
CE,2005,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
CE,2005,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,2
CE,2006,Não se aplica,Ativa,NÃO INFORMADO,544
CE,2006,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,3
CE,2007,Não se aplica,Ativa,NÃO INFORMADO,716
CE,2007,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
CE,2007,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
CE,2007,2010,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2007,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2007,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2007,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2008,Não se aplica,Ativa,NÃO INFORMADO,819
CE,2008,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
CE,2008,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2008,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2008,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2008,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2008,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2009,Não se aplica,Ativa,NÃO INFORMADO,1543
CE,2009,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
CE,2009,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,16
CE,2009,2009,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2009,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2009,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2009,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2009,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2010,Não se aplica,Ativa,NÃO INFORMADO,7494
CE,2010,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,7
CE,2010,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,117
CE,2010,Não se aplica,NULA,ANULACAO POR MULTICIPLIDADE,1
CE,2010,2011,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2010,2011,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2010,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2010,2013,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2010,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2010,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
CE,2010,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2011,Não se aplica,Ativa,NÃO INFORMADO,11405
CE,2011,Não se aplica,Inapta,OMISSAO DE DECLARACOES,3
CE,2011,Não se aplica,Suspensa,BAIXA INICIADA EM ANALISE,2
CE,2011,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,46
CE,2011,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2011,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2011,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2011,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2011,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2011,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2011,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2012,Não se aplica,Ativa,NÃO INFORMADO,13789
CE,2012,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
CE,2012,Não se aplica,Suspensa,PEDIDO DE BAIXA INDEFERIDA,4
CE,2012,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
CE,2012,2012,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2012,2013,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2012,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
CE,2012,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2012,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2012,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2012,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2013,Não se aplica,Ativa,NÃO INFORMADO,18015
CE,2013,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
CE,2013,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2013,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2013,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
CE,2013,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2013,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2014,Não se aplica,Ativa,NÃO INFORMADO,20304
CE,2014,Não se aplica,Inapta,OMISSAO DE DECLARACOES,2
CE,2014,2014,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2014,2014,Baixada,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR 123/2006),1
CE,2014,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2014,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,5
CE,2014,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2014,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
CE,2014,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
CE,2015,Não se aplica,Ativa,NÃO INFORMADO,31102
CE,2015,2015,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2015,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2015,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
CE,2015,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2015,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2016,Não se aplica,Ativa,NÃO INFORMADO,31127
CE,2016,Não se aplica,Inapta,OMISSAO DE DECLARACOES,1
CE,2016,Não se aplica,Suspensa,INDICIO INTERPOS. FRAUDULENTA,1
CE,2016,2016,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2016,2017,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,2
CE,2016,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,4
CE,2016,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2016,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2017,Não se aplica,Ativa,NÃO INFORMADO,35802
CE,2017,Não se aplica,Suspensa,DETERMINACAO JUDICIAL,1
CE,2017,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,3
CE,2017,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2017,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2018,Não se aplica,Ativa,NÃO INFORMADO,45470
CE,2018,2018,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2018,2019,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
CE,2019,Não se aplica,Ativa,NÃO INFORMADO,61805
CE,2019,2020,Baixada,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,1
